birth_state,status,injury_start_date,birth_date,search_full_name,injury_notes,team,fantasy_data_id,position,rotoworld_id,stats_id,depth_chart_order,sportradar_id,depth_chart_position,hashtag,first_name,search_last_name,search_rank,search_first_name,birth_city,pandascore_id,fantasy_positions,college,last_name,espn_id,injury_status,metadata,age,yahoo_id,height,number,birth_country,weight,injury_body_part,full_name,high_school,swish_id,gsis_id,player_id,active,news_updated,sport,practice_description,years_exp,rotowire_id,practice_participation
None,Inactive,None,1992-09-14,marquesswilson,None,None,15118.0,WR,8629.0,560213.0,None,d8fe880c-a9d8-4041-ac0f-4626bb2a23dd,None,#marquesswilson-NFL-FA-10,Marquess,wilson,9999999.0,marquess,None,None,['WR'],Washington State,Wilson,16023.0,None,None,28.0,26859.0,"6'4""",10.0,None,199,None,Marquess Wilson,Tulare Union (CA),None,None,1512,False,1532464501365.0,nfl,None,7.0,8813.0,None
None,Inactive,None,1985-09-23,chrisjohnson,None,None,6828.0,RB,4743.0,268484.0,None,e5e0c7f9-c4e3-4de4-8052-d9c083393a99,None,#chrisjohnson-NFL-FA-23,Chris,johnson,9999999.0,chris,None,None,"['RB', 'DB']",East Carolina,Johnson,11258.0,None,None,34.0,8801.0,"5'11""",23.0,None,203,None,Chris Johnson,Olympia (FL),None,00-0026164,272,False,1541453717854.0,nfl,None,12.0,5627.0,None
None,Active,None,1995-12-29,elijahmarks,None,None,20496.0,WR,None,838626.0,None,91bb9bd8-633c-4c6d-9dc6-e13d889162d9,None,#elijahmarks-NFL-FA-0,Elijah,marks,1052.0,elijah,None,None,['WR'],Northern Arizona,Marks,3119490.0,None,None,26.0,31492.0,73,0.0,None,175,None,Elijah Marks,Desert Edge,None,None,5548,True,1532652601533.0,nfl,None,4.0,13171.0,None
None,Active,None,1998-01-04,jjtaylor,None,NE,21837.0,RB,None,None,None,879325b1-c961-4c9a-a3a4-679d77a28293,None,#jjtaylor-NFL-NE-42,J.J.,taylor,9999999.0,jj,None,None,['RB'],Arizona,Taylor,4039607.0,None,{'injury_override_regular_2020_5': 'COV'},25.0,33028.0,66,42.0,None,185,None,J.J. Taylor,Centennial (CA),933537.0,None,6973,True,1673412621361.0,nfl,None,3.0,14459.0,None
None,Active,None,1996-06-17,austinproehl,None,None,20052.0,WR,None,823135.0,None,fc7f8c60-4fc2-45d1-9611-e803dbb1611e,None,#austinproehl-NFL-FA-87,Austin,proehl,315.0,austin,None,None,['WR'],North Carolina,Proehl,3116680.0,Questionable,None,26.0,31225.0,70,87.0,None,175,None,Austin Proehl,Providence (NC),823135.0,00-0034442,5126,True,1660857954849.0,nfl,None,4.0,13016.0,None
None,Active,None,1998-01-20,garrettwalston,None,None,None,TE,None,None,None,a405d6f0-ca85-11ec-bef3-6bc2263558a9,None,#garrettwalston-NFL-FA-0,Garrett,walston,9999999.0,garrett,None,None,['TE'],North Carolina,Walston,None,None,{'years_exp_shift': '1'},24.0,None,76,0.0,None,245,None,Garrett Walston,New Hanover (NC),911132.0,None,8621,True,1652811948193.0,nfl,None,1.0,16397.0,None
None,Active,None,1998-07-13,jalenvirgil,None,DEN,None,WR,None,None,3.0,aa8d3730-d254-11ec-b16e-cf7159baf83d,LWR,#jalenvirgil-NFL-DEN-15,Jalen,virgil,409.0,jalen,None,None,['WR'],Appalachian State,Virgil,None,None,{'source_id': '9b91cd80-415e-418d-8a80-2081ccc69b94'},24.0,None,73,15.0,None,210,None,Jalen Virgil,Mountain View (GA),912596.0,None,8416,True,1669126548168.0,nfl,None,1.0,16332.0,None
None,Active,None,1998-02-09,kenenwangwu,None,MIN,None,RB,None,None,None,482c1032-765a-48d3-b46e-b47a809dbee4,None,#kenenwangwu-NFL-MIN-26,Kene,nwangwu,331.0,kene,None,None,['RB'],Iowa State,Nwangwu,None,None,None,25.0,None,73,26.0,None,210,None,Kene Nwangwu,Heritage (TX),946748.0,None,7720,True,1674537622152.0,nfl,None,2.0,15579.0,None
None,Inactive,None,1987-12-28,anthonymccoy,None,None,11603.0,TE,None,322836.0,None,ab0c4c63-df42-4825-8921-3fd1a842c3df,None,#anthonymccoy-NFL-FA-85,Anthony,mccoy,9999999.0,anthony,None,None,['TE'],Southern California,McCoy,13414.0,None,None,32.0,24161.0,"6'5""",85.0,None,259,None,Anthony McCoy,Bullard (CA),None,None,640,False,None,nfl,None,10.0,6531.0,None
None,Active,None,1993-12-05,cyrilgrayson,None,None,18896.0,WR,None,978117.0,None,a138f20f-8a41-4d0e-930a-a16b6cb597b3,None,#cyrilgrayson-NFL-FA-16,Cyril,grayson,9999999.0,cyril,None,None,['WR'],LSU,Grayson,4217370.0,None,None,28.0,30111.0,69,16.0,None,183,None,Cyril Grayson,Rummel (LA),978117.0,00-0033215,4050,True,1668546607394.0,nfl,None,5.0,12121.0,None
None,Active,None,1992-12-16,barthouston,None,None,19639.0,QB,None,652527.0,None,6b97e391-d564-48b4-beeb-e97917200157,None,#barthouston-NFL-FA-8,Bart,houston,9999999.0,bart,None,None,['QB'],Wisconsin,Houston,2977804.0,None,None,29.0,30872.0,76,8.0,None,235,None,Bart Houston,De La Salle (CA),None,None,4728,True,None,nfl,None,5.0,12261.0,None
None,Active,None,1993-08-04,mekalemckay,None,None,18181.0,WR,None,693829.0,None,dfbdb450-3534-4bc1-8e7f-17df7a2dccf4,None,#mekalemckay-NFL-FA-19,Mekale,mckay,9999999.0,mekale,None,None,['WR'],Cincinnati,McKay,2980068.0,None,None,28.0,29605.0,77,19.0,None,210,None,Mekale McKay,Moore,None,00-0032351,3418,True,1555509960789.0,nfl,None,6.0,11134.0,None
None,Active,None,1997-03-29,markwalton,None,None,19915.0,RB,13197.0,871716.0,None,b120cb2d-04b8-4dd3-809e-92c9b4c29b0c,None,#markwalton-NFL-FA-22,Mark,walton,9999999.0,mark,None,None,['RB'],Miami,Walton,3917846.0,None,None,24.0,31082.0,70,22.0,None,200,None,Mark Walton,Booker T. Washington,None,00-0034679,4997,True,1589386810022.0,nfl,None,4.0,12463.0,None
None,Inactive,None,1992-02-16,johncrockett,None,None,17026.0,RB,None,704273.0,None,e269403c-ae69-415d-a606-b5cfb030965b,None,#johncrockett-NFL-FA-43,John,crockett,9999999.0,john,None,None,['RB'],North Dakota State,Crockett,2986739.0,None,None,28.0,28922.0,"6'0""",43.0,None,217,None,John Crockett,Totino-Grace,None,None,2562,False,1525301701306.0,nfl,None,5.0,10193.0,None
None,Inactive,None,None,lavancetaylor,None,None,17719.0,RB,None,864275.0,None,,None,#lavancetaylor-NFL-FA-0,Lavance,taylor,9999999.0,lavance,None,None,['RB'],None,Taylor,None,None,None,None,None,,0.0,None,,None,Lavance Taylor,None,None,None,3032,False,None,nfl,None,None,None,None
None,Active,None,1994-07-25,redfordjones,None,None,20727.0,K,None,824434.0,None,b893faf2-b13f-4177-b62e-1d2e1e7ba087,None,#redfordjones-NFL-FA-0,Redford,jones,9999999.0,redford,None,None,['K'],Tulsa,Jones,3060823.0,None,None,27.0,31812.0,70,0.0,None,175,None,Redford Jones,Norman North,None,None,5837,True,1557100507499.0,nfl,None,3.0,13827.0,None
None,Active,None,1995-09-16,samajeperine,None,DEN,18993.0,RB,12255.0,820734.0,2.0,e601812f-ce24-4e99-bee0-e33c1e9014e4,RB,#samajeperine-NFL-DEN-0,Samaje,perine,159.0,samaje,None,None,['RB'],Oklahoma,Perine,3116389.0,None,None,27.0,30227.0,70,0.0,None,236,None,Samaje Perine,Hendrickson (TX),820734.0,00-0033526,4147,True,1679966410311.0,nfl,None,6.0,11698.0,None
None,Active,None,1995-03-30,zayjones,None,JAX,18926.0,WR,12246.0,746491.0,1.0,a28f7368-0306-4d20-855f-285a1a09c09c,RWR,#zayjones-NFL-JAX-7,Zay,jones,161.0,zay,None,None,['WR'],East Carolina,Jones,3059722.0,None,None,28.0,30150.0,74,7.0,None,200,None,Zay Jones,Stephen F. Austin (TX),746491.0,00-0033891,4080,True,1677609036952.0,nfl,None,6.0,11751.0,None
None,Active,None,1992-04-19,jordanakins,None,CLE,19903.0,TE,None,838396.0,2.0,0cb5a32a-a340-4671-ba2a-93f5fa6aee8d,TE,#jordanakins-NFL-CLE-84,Jordan,akins,9999999.0,jordan,None,None,['TE'],UCF,Akins,3128452.0,None,None,31.0,31068.0,75,84.0,None,250,None,Jordan Akins,Union Grove (GA),838396.0,00-0034364,5032,True,1679086214485.0,nfl,None,5.0,12568.0,None
None,Active,None,1998-12-09,jackcoan,None,None,None,QB,None,None,None,4ca348c0-d395-11ec-96a0-c3471a31202c,None,#jackcoan-NFL-FA-0,Jack,coan,416.0,jack,None,None,['QB'],Notre Dame,Coan,None,None,"{'years_exp_shift': '1', 'source_id': 'e5f44041-e070-477d-a7ce-a29ea15236e1'}",24.0,None,75,0.0,None,223,None,Jack Coan,Sayville (NY),976563.0,None,8201,True,1661793046960.0,nfl,None,1.0,15968.0,None
None,Inactive,None,1995-10-10,jaedengraham,None,None,20662.0,TE,None,832316.0,None,97e65d1d-c738-4812-840e-030f0242bc29,None,#jaedengraham-NFL-FA-46,Jaeden,graham,9999999.0,jaeden,None,None,['TE'],Yale,Graham,3118954.0,Questionable,None,27.0,31749.0,76,46.0,None,250,None,Jaeden Graham,Cherry Creek (CO),832316.0,00-0034788,5754,True,1662176716765.0,nfl,None,4.0,13356.0,None
None,Inactive,None,None,ajhines,None,None,22118.0,RB,None,None,None,,None,#ajhines-NFL-FA,A.J.,hines,9999999.0,aj,None,None,['RB'],Duquesne,Hines,None,NA,{'override_active': 'false'},None,None,"5'11""",None,None,237,None,A.J. Hines,None,None,None,7074,False,None,nfl,None,0.0,None,None
None,Inactive,None,1987-08-14,timtebow,None,None,11196.0,TE,None,323152.0,None,908ea628-c150-449c-97b4-06c5d78cae3e,None,#timtebow-NFL-FA-0,Tim,tebow,9999999.0,tim,None,None,['TE'],Florida,Tebow,13200.0,None,{'override_active': 'true'},34.0,24000.0,75,0.0,None,236,None,Tim Tebow,Nease (FL),None,None,559,True,1629216944801.0,nfl,None,12.0,6463.0,None
None,Inactive,None,1990-06-17,arthurlynch,None,None,16022.0,TE,None,512120.0,None,d0f4d73c-8b50-4087-b66c-313b23f15a02,None,#arthurlynch-NFL-FA-49,Arthur,lynch,9999999.0,arthur,None,None,['TE'],Georgia,Lynch,16844.0,None,None,28.0,27683.0,"6'5""",49.0,None,258,None,Arthur Lynch,None,None,None,1827,False,None,nfl,None,1.0,9554.0,None
None,Inactive,None,None,playerinvalid,None,None,None,RB,None,None,None,None,None,#playerinvalid-NFL-FA,Player,invalid,None,player,None,None,['RB'],,Invalid,None,None,None,None,None,,None,None,,None,Player Invalid,None,None,None,8237,False,None,nfl,None,0.0,None,None
None,Active,None,1998-12-23,deandretorrey,None,None,None,RB,None,None,None,79f100f0-18dd-11ed-a8b7-1d7ae4590500,None,#deandretorrey-NFL-FA-0,DeAndre,torrey,9999999.0,deandre,None,None,['RB'],North Texas,Torrey,None,None,"{'years_exp_shift': '1', 'source_id': '246efa78-b987-4e61-96e2-0b2442c1351f'}",24.0,None,67,0.0,None,199,None,DeAndre Torrey,Gautier (MS),1109345.0,None,8243,True,1661288732015.0,nfl,None,1.0,16643.0,None
None,Active,None,1998-12-21,zaquandrewhite,None,None,None,RB,None,None,None,434b6750-d3b1-11ec-96a0-c3471a31202c,None,#zaquandrewhite-NFL-FA-0,ZaQuandre,white,9999999.0,zaquandre,None,None,['RB'],South Carolina,White,None,None,{'source_id': '2e0fc324-487e-4e49-a8f7-d3fe4dc2b24b'},24.0,None,73,0.0,None,215,None,ZaQuandre White,North Fort Myers (FL),1058764.0,None,8173,True,1666041635061.0,nfl,None,1.0,15801.0,None
None,Active,None,1996-04-12,devlinhodges,None,None,21562.0,QB,14775.0,837040.0,None,a577ef90-17c3-4dbf-b6b8-e054f21a778d,None,#devlinhodges-NFL-FA-0,Devlin,hodges,576.0,devlin,None,None,['QB'],Samford,Hodges,3127051.0,None,{'injury_override_regular_2020_5': 'Active'},25.0,32581.0,73,0.0,None,210,None,Devlin Hodges,Mortimer-Jordan (AL),None, 00-0035577,6595,True,1650857451003.0,nfl,None,3.0,13566.0,None
None,Active,None,1998-08-18,thomashennigan,None,None,None,WR,None,None,None,061ca100-c957-11ec-b1d2-d334745b4f4f,None,#thomashennigan-NFL-FA-89,Thomas,hennigan,9999999.0,thomas,None,None,['WR'],Appalachian State,Hennigan,None,None,{'source_id': 'b04f4b6f-70a1-419a-8ec4-f900a76e03c6'},24.0,None,73,89.0,None,210,None,Thomas Hennigan,Northwest Guilford (NC),975342.0,None,8437,True,1679433321840.0,nfl,None,1.0,16301.0,None
None,Inactive,None,1988-04-12,patdevlin,None,None,12752.0,QB,None,None,None,5f6d1cf2-00ea-4316-81db-eb4651465f78,None,#patdevlin-NFL-FA-3,Pat,devlin,9999999.0,pat,None,None,['QB'],Delaware,Devlin,14240.0,None,None,32.0,25323.0,"6'3""",3.0,None,225,None,Pat Devlin,East (PA),None,None,802,False,None,nfl,None,9.0,7356.0,None
None,Active,None,1998-04-03,johnmitchell,None,None,None,TE,None,None,None,09eae320-cda1-11ec-b94f-57e6927758e6,None,#johnmitchell-NFL-FA-0,John,mitchell,9999999.0,john,None,None,['TE'],Florida Atlantic,Mitchell,None,None,{'years_exp_shift': '1'},24.0,None,76,0.0,None,235,None,John Mitchell,Lawton Chiles (FL),924997.0,None,8685,True,1652627434414.0,nfl,None,1.0,16434.0,None
None,Inactive,None,1989-02-21,briantyms,None,None,15566.0,WR,None,564249.0,None,c21c8077-cca7-421d-b5e3-fd8ae116cc46,None,#briantyms-NFL-FA-81,Brian,tyms,9999999.0,brian,None,None,['WR'],Florida A&M,Tyms,15252.0,None,None,29.0,26266.0,"6'3""",81.0,None,210,None,Brian Tyms,None,None,None,1699,False,None,nfl,None,4.0,8612.0,None
None,Active,None,1994-08-04,gregjoseph,None,MIN,20325.0,K,13705.0,833701.0,1.0,a2aab80d-174c-4639-beac-e2b70bb3625f,PK,#gregjoseph-NFL-MIN-1,Greg,joseph,349.0,greg,None,None,['K'],Florida Atlantic,Joseph,3975763.0,None,None,28.0,31538.0,72,1.0,None,206,None,Greg Joseph,American Heritage (FL),833701.0,00-0034450,5272,True,1678846855431.0,nfl,None,5.0,13266.0,None
None,Inactive,None,1993-07-22,brandonwilds,None,None,18349.0,RB,11682.0,604939.0,None,abeef681-4be7-4ff3-9076-c72ec5a1b2e4,None,#brandonwilds-NFL-FA-35,Brandon,wilds,9999999.0,brandon,None,None,['RB'],South Carolina,Wilds,2577692.0,None,None,28.0,29661.0,72,35.0,None,220,None,Brandon Wilds,Blythewood (SC),None,00-0032593,3573,False,1567195556672.0,nfl,None,6.0,10898.0,None
None,Inactive,None,1991-05-29,garrettgrayson,None,None,16836.0,QB,10394.0,541469.0,None,5b64cbb5-0af6-4efc-a441-31c1f33d2eab,None,#garrettgrayson-NFL-FA-9,Garrett,grayson,9999999.0,garrett,None,None,['QB'],Colorado State,Grayson,2575660.0,None,None,29.0,28463.0,"6'2""",9.0,None,220,None,Garrett Grayson,Heritage (WA),None,00-0032148,2380,False,1556838607384.0,nfl,None,5.0,10175.0,None
None,Inactive,None,1992-10-24,taylorbertolet,None,None,18231.0,K,11586.0,593584.0,None,63e63ae6-5a88-4b04-a3a0-5e0cb0404f95,None,#taylorbertolet-NFL-FA-12,Taylor,bertolet,9999999.0,taylor,None,None,['K'],Texas A&M,Bertolet,2578718.0,None,None,30.0,29712.0,69,12.0,None,188,None,Taylor Bertolet,Exeter Township (PA),593584.0,00-0032669,3467,True,1674522320550.0,nfl,None,7.0,11568.0,None
None,Inactive,None,1992-12-14,bradleymarquez,None,None,17271.0,WR,None,605328.0,None,fc75f3fc-9347-4f7c-a521-e67f3888eda5,None,#bradleymarquez-NFL-FA-12,Bradley,marquez,9999999.0,bradley,None,None,['WR'],Texas Tech,Marquez,2577645.0,None,None,29.0,29001.0,71,12.0,None,205,None,Bradley Marquez,Odessa (TX),None,00-0031818,2803,False,1536709203653.0,nfl,None,7.0,10689.0,None
None,Inactive,None,None,playerinvalid,None,None,None,TE,None,None,None,None,None,#playerinvalid-NFL-FA,Player,invalid,None,player,None,None,['TE'],,Invalid,None,None,None,None,None,,None,None,,None,Player Invalid,None,None,None,8434,False,None,nfl,None,0.0,None,None
None,Active,None,2000-02-19,dameonpierce,None,HOU,None,RB,None,None,1.0,5d4ef6da-a6b5-4d9c-adc0-28dfdbe9315e,RB,#dameonpierce-NFL-HOU-31,Dameon,pierce,52.0,dameon,None,None,['RB'],Florida,Pierce,None,Questionable,{'source_id': '64e3b516-2e03-4dc1-b37a-94b7ecb8bbef'},23.0,None,70,31.0,None,218,None,Dameon Pierce,Bainbridge (GA),1108998.0,None,8129,True,1673709650433.0,nfl,None,1.0,15875.0,None
None,Inactive,None,1989-05-14,dominiquewilliams,None,None,16518.0,RB,None,518637.0,None,b154d934-f3f6-4d02-9d17-e2c968118ce1,None,#dominiquewilliams-NFL-FA-35,Dominique,williams,9999999.0,dominique,None,None,['RB'],Wagner,Williams,17097.0,None,None,29.0,27893.0,"5'9""",35.0,None,205,None,Dominique Williams,None,None,None,2165,False,None,nfl,None,1.0,9896.0,None
None,Active,None,1997-04-19,malcolmperry,None,None,21962.0,WR,None,None,None,73236a66-ba10-44a6-b12f-2ca13cad33b4,None,#malcolmperry-NFL-FA-19,Malcolm,perry,9999999.0,malcolm,None,None,['WR'],Navy,Perry,4039436.0,None,None,25.0,32916.0,69,19.0,None,190,None,Malcolm Perry,Kenwood (TN),924424.0,None,7109,True,1658593523911.0,nfl,None,2.0,14504.0,None
None,Inactive,None,1991-09-14,ronniehillman,None,None,14046.0,RB,7440.0,512366.0,None,6e024d51-d5fb-40cc-8a07-495f81347ad1,None,#ronniehillman-NFL-FA-34,Ronnie,hillman,9999999.0,ronnie,None,None,['RB'],San Diego State,Hillman,14895.0,None,None,29.0,25777.0,"5'10""",34.0,None,195,None,Ronnie Hillman,La Habra (CA),None,00-0029683,1123,False,None,nfl,None,8.0,8030.0,None
None,Inactive,None,1994-11-28,bughoward,None,None,19179.0,TE,None,728162.0,None,dcf6b57b-6706-4d73-8242-2f71667be0e7,None,#bughoward-NFL-FA-86,Bug,howard,333.0,bug,None,None,['TE'],North Carolina,Howard,3039720.0,None,None,27.0,30526.0,76,86.0,None,240,None,Bug Howard,Wilcox County (GA),728162.0,00-0033261,4326,True,1661950556448.0,nfl,None,5.0,11862.0,None
None,Inactive,None,1989-11-07,marqueisgray,None,None,15371.0,TE,None,464295.0,None,fda00e5c-b7df-487a-9a24-5e4087c575e1,None,#marqueisgray-NFL-FA-48,MarQueis,gray,9999999.0,marqueis,None,None,['TE'],Minnesota,Gray,16323.0,None,None,30.0,27213.0,"6'4""",48.0,None,263,None,MarQueis Gray,Ben Davis (IN),None,00-0029878,1636,False,1599676507506.0,nfl,None,7.0,8980.0,None
None,Active,None,1996-04-22,justinjackson,None,None,20064.0,RB,13350.0,830844.0,None,e6c3f896-0223-4fc2-be09-c959ea4a475c,None,#justinjackson-NFL-FA-42,Justin,jackson,9999999.0,justin,None,None,['RB'],Northwestern,Jackson,3116136.0,None,{'injury_override_regular_2020_10': 'IR'},26.0,31221.0,72,42.0,None,199,None,Justin Jackson,Glenbard North (IL),830844.0,00-0034440,5131,True,1675550433777.0,nfl,None,5.0,12724.0,None
None,Active,None,1994-09-18,noelthomas,None,None,19489.0,WR,None,728452.0,None,3c77bb81-2789-49de-8bcd-44a926d91f45,None,#noelthomas-NFL-FA-12,Noel,thomas,9999999.0,noel,None,None,['WR'],Connecticut,Thomas,3045194.0,None,None,27.0,30775.0,73,12.0,None,200,None,Noel Thomas,St. Luke's (CT),None,None,4600,True,None,nfl,None,5.0,11882.0,None
None,Active,None,None,tajwilliams,None,None,20183.0,WR,None,913275.0,None,b4a10866-f5e9-48ae-88d4-0d221591c144,None,#tajwilliams-NFL-FA-16,Taj,williams,9999999.0,taj,None,None,['WR'],Texas Christian,Williams,4038530.0,None,None,None,31465.0,76,16.0,None,193,None,Taj Williams,Lincoln,None,None,5224,True,1534818323418.0,nfl,None,4.0,13137.0,None
None,Injured Reserve,None,1985-03-11,gregolsen,None,None,1658.0,TE,4190.0,230925.0,None,587d0a98-7ec5-45a5-adba-8af26e8f256b,None,#gregolsen-NFL-FA-88,Greg,olsen,302.0,greg,None,None,['TE'],Miami,Olsen,10475.0,None,{'override_active': 'false'},36.0,8285.0,"6'5""",88.0,None,255,None,Greg Olsen,Wayne Hills (NJ),None,00-0025418,58,False,1611516056530.0,nfl,None,14.0,5206.0,None
None,Active,None,1999-05-30,camrenmcdonald,None,GB,None,TE,None,None,None,da12d1b0-e908-11ed-8c2b-ff8c44261d7e,None,#camrenmcdonald-NFL-GB-40,Camren,mcdonald,9999999.0,camren,None,None,['TE'],Florida State,McDonald,None,None,None,23.0,None,76,40.0,None,237,None,Camren McDonald,Long Beach Polytechnic (CA),1126032.0,None,11213,True,None,nfl,None,0.0,None,None
None,Active,None,2000-09-02,lukemusgrave,None,GB,None,TE,None,None,None,77a4fb49-3c6c-4aa1-8a21-20956e2d2240,None,#lukemusgrave-NFL-GB-88,Luke,musgrave,234.0,luke,None,None,['TE'],Oregon State,Musgrave,None,None,{'source_id': 'e5ab9f2b-f704-45b9-ae4c-adf261f44c25'},22.0,None,78,88.0,None,253,None,Luke Musgrave,Bend Senior (OR),1179790.0,None,9481,True,1682726720686.0,nfl,None,0.0,16663.0,None
None,Inactive,None,None,jtluper,None,None,20374.0,WR,None,None,None,,None,#jtluper-NFL-FA-2,J.t.,luper,9999999.0,jt,None,None,['WR'],None,Luper,4294247.0,None,{'override_active': 'false'},None,None,"5'9""",2.0,None,175,None,J.t. Luper,None,None,None,5291,False,None,nfl,None,0.0,None,None
None,Injured Reserve,None,1991-06-02,charcandrickwest,None,None,16307.0,RB,10006.0,752129.0,None,65f91b8b-6794-4273-bf42-4d00b5973ddd,None,#charcandrickwest-NFL-FA-0,Charcandrick,west,9999999.0,charcandrick,None,None,['RB'],Abilene Christian,West,17284.0,None,None,30.0,28044.0,70,0.0,None,205,None,Charcandrick West,Springhill (LA),None,00-0030668,2024,False,1567288806152.0,nfl,None,8.0,9891.0,None
None,Inactive,None,1986-02-04,jeromesimpson,None,None,7857.0,WR,None,268442.0,None,3fd6bc25-acc1-40c1-b813-610be538a736,None,#jeromesimpson-NFL-FA-14,Jerome,simpson,9999999.0,jerome,None,None,['WR'],Coastal Carolina,Simpson,11280.0,None,None,34.0,8823.0,"6'2""",14.0,None,190,None,Jerome Simpson,Reidsville (NC),None,None,321,False,None,nfl,None,12.0,5683.0,None
None,Inactive,None,1980-03-30,billycundiff,None,None,10145.0,K,None,None,None,5fc8485a-e32a-451b-a16f-5d6a655b7e14,None,#billycundiff-NFL-FA-8,Billy,cundiff,9999999.0,billy,None,None,['K'],Drake,Cundiff,4245.0,None,None,40.0,None,"6'1""",8.0,None,212,None,Billy Cundiff,Harlan Community (IA),None,None,500,False,None,nfl,None,18.0,None,None
None,Inactive,None,1990-05-24,logankilgore,None,None,16579.0,QB,None,None,None,e4160991-9923-4744-a87f-bd2ba6736e72,None,#logankilgore-NFL-FA-5,Logan,kilgore,9999999.0,logan,None,None,['QB'],Middle Tennessee State,Kilgore,None,None,None,27.0,None,"6'2""",5.0,None,195,None,Logan Kilgore,None,None,None,2206,False,None,nfl,None,0.0,None,None
None,Inactive,None,1986-05-23,timhightower,None,None,2262.0,RB,4901.0,262666.0,None,c1ffd69d-92d7-4e12-8fd3-db9977d6dcf4,None,#timhightower-NFL-FA-22,Tim,hightower,9999999.0,tim,None,None,['RB'],Richmond,Hightower,11383.0,None,None,34.0,8926.0,"6'0""",22.0,None,220,None,Tim Hightower,Episcopal (VA),None,00-0026289,83,False,1528822201316.0,nfl,None,12.0,5785.0,None
None,Active,None,1997-03-06,calebrepp,None,None,22178.0,TE,None,None,None,bdffba96-cafa-40e2-91e8-bf2fe231669f,None,#calebrepp-NFL-FA-0,Caleb,repp,9999999.0,caleb,None,None,['TE'],Utah State,Repp,None,None,None,24.0,33065.0,77,0.0,None,225,None,Caleb Repp,Los Osos (CA),None,None,7176,True,1596396917521.0,nfl,None,2.0,14978.0,None
None,Inactive,None,1988-04-18,kylemiller,None,None,14768.0,TE,None,580896.0,None,d90415e0-9846-4c6e-99d5-4291dda7905f,None,#kylemiller-NFL-FA-86,Kyle,miller,9999999.0,kyle,None,None,['TE'],Mount Union,Miller,14289.0,None,None,32.0,25125.0,"6'5""",86.0,None,262,None,Kyle Miller,Elida (OH),None,None,1299,False,None,nfl,None,9.0,None,None
None,Active,None,1999-02-11,michaelyoung,None,None,None,WR,None,None,None,c12d47f0-d399-11ec-96a0-c3471a31202c,None,#michaelyoung-NFL-FA-0,Michael,young,562.0,michael,None,None,['WR'],Cincinnati,Young,None,None,{'years_exp_shift': '1'},23.0,None,70,0.0,None,190,None,Michael Young,Destrehan (LA),1066802.0,None,8828,True,1668554755317.0,nfl,None,2.0,16486.0,None
None,Inactive,None,1991-07-16,zachmettenberger,None,None,16175.0,QB,9379.0,495747.0,None,7e655b10-5853-479c-a6de-927c4323d186,None,#zachmettenberger-NFL-FA-18,Zach,mettenberger,9999999.0,zach,None,None,['QB'],Louisiana State,Mettenberger,16814.0,None,None,29.0,27706.0,"6'5""",18.0,None,224,None,Zach Mettenberger,Oconee County (GA),None,None,1935,False,None,nfl,None,6.0,9217.0,None
None,Inactive,None,1988-02-25,christianponder,None,None,13270.0,QB,6433.0,323467.0,None,3467ae3e-4ddf-450d-8f36-b741ea3a2564,None,#christianponder-NFL-FA-15,Christian,ponder,9999999.0,christian,None,None,['QB'],Florida State,Ponder,13966.0,None,None,32.0,24799.0,"6'2""",15.0,None,229,None,Christian Ponder,Colleyville Heritage (TX),None,None,941,False,None,nfl,None,9.0,7347.0,None
None,Active,None,1995-09-13,travisfulgham,None,None,20762.0,WR,None,839325.0,None,030f3ecf-f32f-497d-96a8-8f28d44fc311,None,#travisfulgham-NFL-FA-86,Travis,fulgham,9999999.0,travis,None,None,['WR'],Old Dominion,Fulgham,3139522.0,None,None,27.0,32016.0,74,86.0,None,211,None,Travis Fulgham,Broad Run (VA),839325.0, 00-0035592,6059,True,1663872951482.0,nfl,None,4.0,13735.0,None
None,Inactive,None,1993-08-30,mosefrazier,None,None,18409.0,WR,None,615295.0,None,dd2a688f-343d-4ea7-9508-4640cdbc1b1e,None,#mosefrazier-NFL-FA-14,Mose,frazier,9999999.0,mose,None,None,['WR'],Memphis,Frazier,2977874.0,None,None,28.0,29618.0,71,14.0,None,190,None,Mose Frazier,Whitehaven (TN),None,00-0032488,3622,False,1560380748838.0,nfl,None,6.0,11387.0,None
None,Active,None,1996-07-19,papiwhite,None,None,21255.0,WR,None,837579.0,None,f361ad80-a984-415a-a7af-12c231004b2d,None,#papiwhite-NFL-FA-80,Papi,white,9999999.0,papi,None,None,['WR'],Ohio,White,3126080.0,None,None,25.0,32103.0,69,80.0,None,168,None,Papi White,Seminole,None, 00-0035376,6364,True,1602033936172.0,nfl,None,3.0,14006.0,None
None,Inactive,None,1993-03-03,joesommers,None,None,18486.0,TE,None,None,None,,None,#joesommers-NFL-FA-40,Joe,sommers,9999999.0,joe,None,None,['TE'],Wisconsin-Oshkosh,Sommers,3150065.0,None,None,25.0,29921.0,"6'3""",40.0,None,240,None,Joe Sommers,None,None,None,3686,False,None,nfl,None,0.0,11357.0,None
